,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_ARM_x,RIGHT_ARM_y,RIGHT_HAND_x,RIGHT_HAND_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_ARM_x,LEFT_ARM_y,LEFT_HAND_x,LEFT_HAND_y,RANGE_ELBOW_x,RANGE_ELBOW_y,RANGE_WRIST_x,RANGE_WRIST_y,target
0,-0.7424350861616528,0.4116945291480832,-1.1752462429745127,0.44080362055868155,-1.5798008026119168,-0.1054262621605349,-0.43281115681286,0.029109091410598382,-0.4045545596374041,-0.5462298827192165,0.24111191044408523,0.5923469729949146,0.44886253403308335,1.3403785159733344,0.6215433591888613,1.9719619496165337,0.20775062358899812,0.7480315429784199,0.1726808251557779,0.6315834336431992,-1.6241087770075961,-0.8995748954146529,-2.2013441618007783,-2.077388211777069,4
1,-0.6937785615255643,0.33618540345389497,-1.124015169904071,0.3730458850041382,-1.502098954303742,-0.09333154534911907,-0.43023660837850675,0.036860481550243206,-0.37808378439967105,-0.4663774303532573,0.2825033734689085,0.5526884828856851,0.46998608169047784,1.2603899064810375,0.5679574829686429,1.89463870982834,0.18748270822156932,0.7077014235953524,0.09797140127816509,0.6342488033473025,-1.5940012515945488,-0.8873440214768993,-2.070056437272385,-1.987970255177459,4
2,-0.6939559203363714,0.34401455179070445,-1.1417406652491922,0.4035860711044166,-1.581355487016488,-0.11956720454634909,-0.4477847449128208,0.05957151931371214,-0.4396148217672958,-0.5231532756507656,0.28687813488924724,0.5388595058174078,0.4663342518679522,1.2849504880787832,0.5186168455252166,1.9503308867589273,0.17945611697870498,0.7460909822613753,0.05228259365726437,0.6653803986801441,-1.6080749171171445,-0.8813644169743665,-2.0999723325417046,-2.0698980913052765,4
3,-0.698755978101497,0.3520160787996895,-1.1409809559050683,0.41873919163425294,-1.5947010963367825,-0.11921399847088439,-0.4422249778035713,0.06672311283456342,-0.45372014043171427,-0.5379531901051373,0.2815172525801029,0.5496632219843526,0.46582206174608953,1.2952969810672819,0.5147768469537491,1.9530292650154908,0.18430480916598665,0.7456337590829292,0.04895478520765965,0.657732283948209,-1.6068030176511578,-0.8765577894330289,-2.109477943290532,-2.072243263486375,4
4,-0.7053641301633464,0.33894344407791455,-1.1903732102276119,0.34631994733155624,-1.6301348399018638,-0.11685403668459643,-0.48500908006426563,0.007376503253641691,-0.4397616296742517,-0.4631739840161527,0.270268458332864,0.5583541372179351,0.46394625684566826,1.3038778257043742,0.5029757601393441,1.9920670390841835,0.19367779851280423,0.7455236884864389,0.03902950329367589,0.6881892133798092,-1.6543194670732801,-0.9575578783728179,-2.1331106000412077,-2.1089210757687797,4
5,-0.6907011975748893,0.3415887295333652,-1.1909931374909577,0.32313056996384126,-1.6531852978911954,-0.10573474862671745,-0.5002919399160685,-0.018458159569523916,-0.46219216040023764,-0.42886531859055876,0.28368706475911615,0.5664609470830606,0.46877564987390347,1.304197200388489,0.5132005735085864,1.9974414941447858,0.18508858511478735,0.7377362533054282,0.044424923634682936,0.6932442937562968,-1.6597687873648612,-0.9810666304246476,-2.1663858713997817,-2.1031762427715033,4
6,-0.7016798634423372,0.3371211554653554,-1.198476999937965,0.3353120659827319,-1.6363009939851447,-0.10795179905005968,-0.4967971364956278,-0.001809089482623557,-0.4378239940471797,-0.4432638650327916,0.27318299795717843,0.5599269037393811,0.46028527579743045,1.2930122912328446,0.5158586191330938,1.9785876506831506,0.187102277840252,0.7330853874934633,0.0555733433356634,0.685575359450306,-1.6587622757353955,-0.9577002252501127,-2.1521596131182386,-2.0865394497332104,4
7,-0.6939335001590653,0.33321863951932157,-1.1733328379390568,0.30073396758564347,-1.6205752692444977,-0.09756829204196125,-0.47939933777999155,-0.03248467193367809,-0.4472424313054409,-0.39830225962760474,0.2816201737390758,0.5529799403523831,0.46230104580350784,1.2551021839693135,0.5084751559556355,1.919713832646394,0.18068087206443206,0.7021222436169304,0.046174110152127655,0.6646116486770806,-1.6356338837425646,-0.9543682163836701,-2.129050425200133,-2.0172821246883554,4
8,-0.6725708240243867,0.29994623023828926,-1.1651082039578382,0.2919909750322652,-1.6447081491072844,-0.09001904498302181,-0.49253737993345154,-0.0079552552060241,-0.4795999451494461,-0.38201002001528694,0.30338171266028435,0.517929362931522,0.4914833351665111,1.2158188789037998,0.5517498167002294,1.8995566800407808,0.18810162250622675,0.6978895159722778,0.06026648153371828,0.683737801136981,-1.6565915391243493,-0.9238279038715347,-2.1964579658075136,-1.9895757250238026,4
9,-0.6665064984766107,0.3143816965346483,-1.1588289802159606,0.31949101605519387,-1.6469400296426413,-0.08401661597622555,-0.49232248173935,0.005109319520545538,-0.4881110494266806,-0.40350763203141937,0.30982314091300917,0.5306695492895707,0.5015387438316611,1.227895173555713,0.558170658003858,1.9069444451096862,0.19171560291865192,0.6972256242661423,0.05663191417219694,0.6790492715539732,-1.6603677240476218,-0.9084041575005192,-2.205110687646499,-1.9909610610859116,4
